rating,product,rev_title,rev_body
5.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",wonderful tech,"I'm really sad that this Inspire 2 is catching so much grief in the reviews here, but what I believe it boils down to is most people only leave bad reviews. If someone is happy with something they usually won't take the time to come on an write about it unless it is beyond brilliant. I wont go so far as to say this fitbit is that, but it is a wonderful gadget and personally I find no truths in what many here are complaining about. Firstly I would like to start with, if comparing to the HR and making a decision between the two, definitely go with the newer model. It does more; like the 24/7 heart rate monitor which is really great to keep an eye on, the active zones and a great battery life. So far I've gone 4 days with no charge and only gotten to 65%, that's incredible to me. Not to mention this new model includes a free year of premium which has a lot of great stuff in it like fitness guides and mediation exercises.When I was making the decision I read pros and cons comparisons and ultimately it was these and the sluggish touch screen on the HR that led me to choose the Inspire 2. I'm glad I did, I have zero regrets. And for some reason this is cheaper right now than the older model! (Edit: it looks like that was  pre holiday sale and it's more expensive now which does make sense, it is better) It's functioning flawlessly. It was a great price, is very easy to use, and really is a good little motivator.I love the gentle alarms, the relax exercises, and the little reminders to drink water and exercise. The sleep tracking is really fascinating and a personal goal of mine to work on, this is a major help to me in that regard. I love that it is swim safe as well, since I'm big on swimming.I have pretty small wrists, and while it sits off of it a bit, it's not overly bulky and is light, and by no means bothersome.Also the recommendation for wearing it is slightly loose, not snug, and I find the best position for it is just above the ulna.As far as people having trouble with it getting stuck on one screen and always showing their weight or constantly buzzing with alerts? That is 100% user error. I will say with confidence if you take your time to sit down and just read through and explore the app with patience, it is all very user friendly. These screens can be backed out of, changed, and alarms/ reminders set or cancelled.There was also a review that mentioned there's no way to view the HR on the main screen, and you have to swipe through 5 times or so to get to it. While that is one way, there is also the quick function on the home screen just below the clock, tapping this will cycle through which to display (HR, calories, active zones, miles, and steps) so you can have your HR and time visible anytime.My two biggest ""issues"" with it which are very minor, would be the band, which tends to irritate the skin slightly with constant wear. Cleaning, switching wrists or bands is a simple solution.The other one is that the steps aren't incredibly accurate, they give a rough idea, but I tend to halve mine based off of my walking routes that I know. This is a broad guess on my part, steps matter least to me but it's probably closer to 75% accurate.Keeping that and the relatively low price in mind, I think this is a wonderful all over health tracker and highly recommend it for anyone looking for a quality tracker at a reasonable price and healthier lifestyle. It is a small piece of plastic that I find quite incredible at what it is capable of doing for being so tiny, and am amazed at all of the extras in this!"
5.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Charge 2 HR vs. Inspire 2,"My four year old Charge 2 HR battery was getting weak so I decide to buy a new Inspire 2 and I’m glad I did.First of all, it does everything and more than what my Charge 2 HR did for me, which was quite a lot.  Without taking advantage of the free Premium offer, all the data presentation I enjoyed with the older Charge 2 HR is included in Inspire 2.  Plus improvements in looks, screen brightness, a much longer battery life and a link to my phone GPS for improved tracking of my long walks.The negative reviews I’ve read revolve mostly around the irritation of the vibration notifications.  To preempt those problems I immediately turned off almost all of the notifications.  Do you really need your watch tell you your phone is ringing?  Or you can’t remember that you’ve been sitting in your chair for the last hour?The setup was super easy.  From your current app account, add a device and make sure it synchs to your new Inspire 2 so all of the data stored in your old Fitbit ports into you new device.  I just let the battery run out on my old Fitbit and will soon delete it from my account.For only $99 this is a great device."
5.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Great Purchase for My Health!,"I am very happy with this Fitbit. I was a little worried about a lot of the top reviews here, but am happy to report that so far I have not had any of the described issues. After doing some research I purchased this item solely for the pedometer/activity reminders. I've ended up appreciating a lot more of the features. Here is my breakdown after 3 continuous days of wear:Comfort: I have a small wrist, and wear it about 1/2 inch up from where my wrist bends. I have not had any issues with buzzing. The only thing that has taken some getting used to is wearing it while sleeping.Accuracy: I have done several experiments with counting my steps and steps recorded. The most I counted myself was 150, and the watch was within 10 steps of my count. It has never been more than 10 steps off. This has been a great tool for my primary focus of consistent daily movement.Features: I thought I wouldn't enjoy the other features offered with this, but I have to say the premium membership (comes with 1 year) has been really fun to use. I've been looking at my sleep metrics, paying more attention to my schedule, and have even used their mindfulness exercises.  *It's important to note, that it says the free year premium membership is only for new members, but I had a fitbit in 2015/2016 and I still got automatically upgraded.The watch can auto-recognize 6 different exercises that you customize, and has been good at picking up what I'm doing. I am looking forward to trying out the exercise programs on the premium account too. The app has helped me set goals like a target number of active minutes, days per week that I exercise, and lets me know what target heart rate zones I've spent time in.I appreciate that this can link with my fitness pal. I have noticed occasional bugs with food transferring from mfp to fitbit, but so far it is stuff that is easy to edit. I like that my calorie goals will be more accurate based on my tracked activity.I have not tried the notifications feature and won't. I also have not tried the link to track my activity with my phone's gps. That being said, my battery life is at 80% for 3 days of wear which puts me on track for the approximate 10 day battery.Update: I finally had to charge it after 13 days. I did stop sleeping with it on after day 7. I kept pushing it up too high on my arm while I slept. Others may not have this issue. Still very happy with my purchase."
5.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Love my Fitbit Inspire!!!,"I was worried about all the reviews that mentioned endless vibrations, but so far no issues. I didnt realize I had my notifications like texts and calls turned off, so the only time it vibrated in the first few days of wearing it was when I hit 10k steps. I'd suggest reading up on how to set the correct settings for your goals and notifications  before saying all it does is vibrate. Using the app to learn how to use the fitbit is also a breeze. It's stylish and comfortable, even to wear to sleep. It definitely motivates me to get moving and the app is great for tracking your progress and customization. Was easy to set up and sync with my phone as well. Overall, I'm impressed and very happy with my purchase."
5.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Perfect Upgrade!,"I decided to get this after my Alta HR finally died. I was happy with the functionality of the Alta, but this model has greatly improved my motivation when it comes to getting my workouts and steps in. I also think it looks nicer and I don't mind the slightly larger size. I don't have any issues with the touch buttons on the sides, probably because my wrists are so small and I wear my Fitbit further away from my wrist. My Alta would sometimes slide around so I'd have to move it higher up when I worked out, but this Fitbit stays put and I never have to adjust the band. I really couldn't be happier with my purchase especially with the Black Friday deal!"
5.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)","Looks good, charge lasts long","Bought to replace a Fitbit Alta which had a battery that lasted less than 8 hours and had to be recharged continually. So far 5 days and the charge is still 71%.  Has better functionality than the Alta and is easy to read. The aftermarket band, a metal magnetic clasp band, was easy to install and looks great. Reliable so far."
5.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Great activity and sleep tracker! No buzzing!,"I love this fitbit. I almost didn't buy it because some of the reviews mentioning the buzzing and how some features are displayed.I do not experience the excessive buzzing. This must be in the settings and people have asked to be notified about ALL THE THINGS. The only time mine buzzes is when I reach 10,000 steps (it has a little on screen firework display, cute!). I do not have it synced to give phone notifications, I don't want to know when I get emails, texts, calls from my watch... I also don't have any of the movement reminders turned on either. I use a work timer, so I get up after every session with my timer.The clock faces are customizable. You can choose what stats are shown on the watch homescreen. I like the stat heavy watch face (which is what is pictured). I do wish there was one that used the 24 hour clock, but that is my only major complaint.Nowhere is my weight listed on the watch, but there is one section if I scroll through that says how much weight I've lost. The weight info is mostly all in the app.I can't say how accurate it is, but the pedometer is definitely more accurate than my phone's internal one. The GPS can be used through your phone to track walks/runs/biking and I've found it to work quite well.I've had great luck with the sleep tracking. Based on reviews I never put it into sleep mode, and it hasn't missed a night of tracking in the 6 weeks I've had it.It's also been cool to see how my resting heart rate changes as I've become more active in my day to day life.Overall, if you want something to help motivate you to get moving and develop better sleep habits, I think this is a great purchase. My battery usually lasts at least a week and charges pretty quickly. I didn't want a smart watch or to over pay for the simple features I was interested in so the Inspire 2 was perfect for me!"
5.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",I really don't know why people are hating on this so hard,"I almost didn't get this because of all the negative reviews. But I really needed motivation to move my body during quarantine, especially since, like many others, I caught the ""Corona-15"" (meaning I gained 15 lbs, for those that didn't catch the joke).I love this thing. It does NOT vibrate for me every time I move my wrist up. It just quietly displays the time.I used to use the FitBit app on my iPhone, but I hated dragging my phone around with me every time I went on a walk. Sometimes I wanted to disconnect from my phone.Getting this device has already been a game changer for me.Because I am an obsessive person, this has given me a positive thing to obsess over (so like, instead of obsessing over my IG feed or TikTok videos, I now obsess over steps walked and goals hit).My suggestion is if you are thinking about getting this, just try it out! You can always return it if it doesn't work out.Oh, I also like the sleep tracker! It makes me WANT to go to bed earlier so I can wake up and find out ""how I did."" lol!"
5.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Best Tracker!,"I LOVE this tracker! I upgraded from an Alta so I could monitor HR, but’s it so much cooler than the Alta! So easy to turn it to waterproof to shower with it, the zone minutes pushed me to kill my workout too. Seeing a healthier future with this tool! Side note, I bought the metal mesh band from Poy (Amazon) and it took a minute to install and looks awesome!"
5.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Great fitbit pricepoint with all the features I need,"I bought a cheaper version and exchanged it for this.  I was turned off by fitbit initially because of the price but this was only 15 or so dollars cheaper and works so much better (as expected).  I have an Aria scale too so it made sense to just pay the extra money so everything works.  The app is so much better than the generic ones, you get what you pay for.  I had a fitbit when they first came out and this one is just as reliable but with more features.  As with the other reviewers, I share the sentiment with the activity boost, I don't think it is necessary but I just ignore it.  The sleep tracker is great.  The step counter and HR are pretty accurate.  Comes with a year of premium so that's a plus.  Battery life is amazing at almost 2 weeks for me.  It is a basic fitbit but for the price, you really cannot beat it.  Do not even bother with the cheap ones!  I learned my lesson."
